Area,BuildStruc,BuildType,CompName,Decoration,Elevator,Floor,Focus,Orientation,Pubdate,Region1,Region2,Remarks,TotlePrice,Type,UnitPrice 
63.2㎡,钢混结构,板楼,海尚明城,精装,有,高楼层 (共18层),58,南,,宝山,杨行,,235,1室1厅1厨1卫,37184
56.63㎡,砖混结构,板楼,高境一村,简装,无,中楼层 (共6层),17,南,,宝山,高境,,246,1室1厅1厨1卫,43440
121.53㎡,钢混结构,板楼,恺源景江苑,精装,无,高楼层 (共6层),3,南,,宝山,淞宝,,630,3室2厅1厨2卫,51840
41.46㎡,砖混结构,板楼,大华二村,精装,无,高楼层 (共6层),52,南,,宝山,大华,,209,1室1厅1厨1卫,50411
45.8㎡,砖混结构,板楼,好旺花苑,简装,无,高楼层 (共6层),17,南,,宝山,大华,,222,1室1厅1厨1卫,48472
60.3㎡,砖混结构,板楼,锦龙苑,简装,无,低楼层 (共6层),19,南 北,,宝山,上大,,263,2室1厅1厨1卫,43616
62.05㎡,砖混结构,板楼,泗塘五村,简装,无,高楼层 (共6层),4,南,,宝山,张庙,,220,2室1厅1厨1卫,35456
93.74㎡,钢混结构,板楼,信达郡庭,精装,有,低楼层 (共8层),14,南 北,,宝山,罗店,,390,3室2厅1厨1卫,41605
87.86㎡,钢混结构,板楼,美兰湖中华园,毛坯,无,中楼层 (共6层),7,南,,宝山,罗店,,330,2室1厅1厨1卫,37560
55.08㎡,钢混结构,板楼,菊泉新城(菊盛路50弄),毛坯,无,低楼层 (共5层),1,南,,宝山,顾村,,220,1室1厅1厨1卫,39942
77.61㎡,砖混结构,板楼,殷高路149弄,简装,无,中楼层 (共6层),8,南,,宝山,高境,,380,2室1厅1厨1卫,48963
58.24㎡,砖混结构,板楼,呼玛五村,其他,无,高楼层 (共6层),3,南,,宝山,张庙,,242,2室1厅1厨1卫,41553
76㎡,钢混结构,板楼,上坤乐城,精装,有,低楼层 (共12层),3,南,,宝山,顾村,,285,2室2厅1厨1卫,37500
91㎡,钢混结构,板楼,美兰湖岭域,精装,有,高楼层 (共6层),7,南,,宝山,罗店,,530,3室2厅1厨2卫,58242
77.1㎡,钢混结构,板楼,文宝苑,简装,有,低楼层 (共11层),5,南,,宝山,顾村,,346.8,2室1厅1厨1卫,44981
53.63㎡,砖混结构,板楼,月浦八村,简装,无,高楼层 (共6层),2,南,,宝山,月浦,,165,2室1厅1厨1卫,30767
55.7㎡,钢混结构,板楼,菊泉新城(菊盛路50弄),精装,无,中楼层 (共4层),6,东,,宝山,顾村,,228,1室1厅1厨1卫,40934
69.81㎡,钢混结构,塔楼,月浦八村,简装,有,中楼层 (共14层),2,南,,宝山,月浦,,210,2室1厅1厨1卫,30082
75.75㎡,砖混结构,板楼,罗南二村,简装,无,中楼层 (共6层),3,南,,宝山,罗店,,220,2室2厅1厨1卫,29043
69.81㎡,钢混结构,塔楼,月浦八村,其他,有,中楼层 (共14层),3,南,,宝山,月浦,,210,2室1厅1厨1卫,30082
53.84㎡,砖混结构,板楼,月浦九村,简装,无,高楼层 (共6层),2,南,,宝山,月浦,,168,2室1厅1厨1卫,31204
34.34㎡,砖混结构,板楼,海滨三村,精装,无,中楼层 (共6层),0,南,,宝山,淞宝,,142,1室1厅1厨1卫,41352
67.65㎡,钢混结构,塔楼,宝钢五村,简装,有,低楼层 (共15层),0,南,,宝山,淞宝,,288,2室1厅1厨1卫,42573
58.43㎡,砖混结构,板楼,天馨花园(公寓),精装,无,中楼层 (共5层),8,南,,宝山,杨行,,233,1室1厅1厨1卫,39877
43.04㎡,砖混结构,板楼,宝城二村,其他,无,高楼层 (共6层),7,南,,宝山,淞宝,,153,1室1厅1厨1卫,35549
57.83㎡,砖混结构,板楼,天极盛宅花园,简装,无,低楼层 (共6层),3,南,,宝山,顾村,,200,2室1厅1厨1卫,34585
53.97㎡,未知结构,暂无数据,好日子大家园D区,精装,暂无数据,高楼层 (共6层),2,南,,宝山,顾村,,240,1室1厅1厨1卫,44470
36.66㎡,砖混结构,板楼,共康六村,简装,无,低楼层 (共6层),19,南,,宝山,共康,,170,1室1厅1厨1卫,46373
52㎡,砖混结构,板楼,临江二村,精装,无,高楼层 (共6层),1,南,,宝山,淞宝,,218,2室1厅1厨1卫,41924
53.24㎡,钢混结构,板楼,馨佳园(菊泉街1346弄),简装,有,高楼层 (共11层),5,南,,宝山,顾村,,225,1室1厅1厨1卫,42262
50.11㎡,砖混结构,板楼,共康五村,其他,无,高楼层 (共6层),0,南,,宝山,共康,,230,1室1厅1厨1卫,45900
57.04㎡,钢混结构,板楼,美罗家园佳翔苑,其他,暂无数据,中楼层 (共18层),4,南,,宝山,罗店,,165,1室1厅1厨1卫,28928
57.27㎡,钢混结构,板楼,馨良苑,精装,无,高楼层 (共6层),56,南,,宝山,高境,,310,1室2厅1厨1卫,54130
70.48㎡,砖混结构,板楼,淞南七村,简装,无,高楼层 (共6层),61,南,,宝山,淞南,,253,2室1厅1厨1卫,35897
131.5㎡,钢混结构,板楼,住友宝莲,简装,有,低楼层 (共6层),16,南,,宝山,淞宝,,720,3室2厅1厨1卫,54753
75.97㎡,砖混结构,板楼,呼玛四村,简装,无,中楼层 (共6层),20,南,,宝山,张庙,,330,3室1厅1厨1卫,43439
73㎡,钢混结构,板楼,旭辉城,精装,暂无数据,中楼层 (共7层),18,南,,宝山,罗泾,,202,2室1厅1厨1卫,27672
95.11㎡,钢混结构,板楼,菊泉新城(菊盛路50弄),精装,无,低楼层 (共6层),15,南 北,,宝山,顾村,,380,3室2厅1厨1卫,39954
99.82㎡,砖混结构,板楼,南华苑,精装,无,高楼层 (共6层),29,南 北,,宝山,大华,,519,2室2厅1厨2卫,51994
126.66㎡,钢混结构,板楼,景泰公寓,简装,有,低楼层 (共16层),19,南,,宝山,淞宝,,535,3室2厅1厨2卫,42240
53.35㎡,砖混结构,板楼,呼玛二村,简装,无,高楼层 (共6层),15,南,,宝山,张庙,,220,2室1厅1厨1卫,41238
50.93㎡,钢混结构,板楼,古北菊翔苑(菊联路233弄),简装,无,中楼层 (共6层),18,南 北,,宝山,顾村,,225,1室1厅1厨1卫,44179
135.88㎡,钢混结构,板楼,华能城市花园,简装,有,高楼层 (共18层),17,南,,宝山,淞宝,,730,3室2厅1厨2卫,53724
42.9㎡,钢混结构,塔楼,月浦八村,简装,有,中楼层 (共14层),35,东南,,宝山,月浦,,125,1室1厅1厨1卫,29138
153.85㎡,钢混结构,板楼,金地艺境(宝山),精装,有,中楼层 (共27层),13,南 北,,宝山,上大,,625,4室2厅1厨2卫,40624
66.48㎡,钢混结构,塔楼,通河二村,精装,有,低楼层 (共13层),14,南,,宝山,通河,,299,2室1厅1厨1卫,44976
63.2㎡,钢混结构,板楼,梧桐城邦(二期),精装,有,低楼层 (共7层),139,南,,宝山,大华,,365,1室2厅1厨1卫,57754
80.53㎡,钢混结构,板楼,万科琥珀郡园,毛坯,有,高楼层 (共6层),132,南,,宝山,罗店,,438,3室2厅1厨2卫,54390
135.01㎡,钢混结构,板楼,高境一村,精装,有,低楼层 (共18层),87,南,,宝山,高境,,535,2室2厅1厨2卫,39627
97.68㎡,钢混结构,板楼,新城尚景,精装,有,低楼层 (共16层),45,南 北,,宝山,淞南,,470,2室2厅1厨1卫,48117
116.34㎡,钢混结构,板塔结合,保利叶语(二期)(公寓),毛坯,有,高楼层 (共21层),76,南 北,,宝山,顾村,,605,4室2厅1厨1卫,52003
96.78㎡,钢混结构,板楼,屹立家园,精装,无,低楼层 (共6层),2,南,,宝山,共康,,490,2室2厅1厨1卫,50631
104.8㎡,钢混结构,板楼,共富二村,简装,有,中楼层 (共11层),2,南 北,,宝山,共富,,408,2室2厅1厨1卫,38932
77.06㎡,砖混结构,板楼,民主花园,简装,无,高楼层 (共6层),0,南,,宝山,张庙,,385,2室1厅1厨1卫,49962
52.12㎡,砖混结构,板楼,大华一村,精装,无,高楼层 (共6层),6,南,,宝山,大华,,230,1室1厅1厨1卫,44129
64.02㎡,砖混结构,板楼,民悦苑,精装,无,高楼层 (共6层),1,南,,宝山,张庙,,335,1室1厅1厨1卫,52328
117.41㎡,钢混结构,板楼,大华公园世家康华苑,精装,有,低楼层 (共11层),1,南,,宝山,大华,,620,3室2厅1厨1卫,52807
87.25㎡,钢混结构,板楼,新城尚景,精装,有,中楼层 (共7层),27,南,,宝山,淞南,,390,2室1厅1厨1卫,44700
138.08㎡,钢混结构,板楼,君邑地中海(公寓),精装,有,中楼层 (共18层),13,南,,宝山,大场镇,,730,4室2厅1厨2卫,52868
48.48㎡,砖混结构,板楼,通河七村,精装,无,高楼层 (共6层),15,南 北,,宝山,通河,,200,1室1厅1厨1卫,41255
91.74㎡,钢混结构,板楼,金地艺境(宝山),精装,有,低楼层 (共32层),15,南,,宝山,上大,,365,2室2厅1厨1卫,39787
104.68㎡,钢混结构,板楼,保利叶之林(三期),精装,有,低楼层 (共13层),0,南,,宝山,上大,,580,3室2厅1厨1卫,55407
74.66㎡,砖混结构,板楼,淞南新新五村,简装,无,中楼层 (共6层),33,南,,宝山,淞南,,338,2室1厅1厨1卫,45272
57.4㎡,砖混结构,板楼,永清二村,简装,无,高楼层 (共6层),15,南,,宝山,淞宝,,205,2室1厅1厨1卫,35715
68.68㎡,砖混结构,板楼,泗塘六村,精装,无,中楼层 (共6层),4,南,,宝山,张庙,,320,2室1厅1厨1卫,46593
134.73㎡,钢混结构,板楼,经纬学府涵青花园(二期),精装,有,中楼层 (共17层),23,南,,宝山,上大,,710,3室2厅1厨2卫,52698
58.48㎡,砖混结构,板楼,海江二村,简装,无,高楼层 (共6层),7,南,,宝山,淞宝,,215,2室1厅1厨1卫,36765
129.79㎡,未知结构,暂无数据,好日子大家园D区,简装,暂无数据,高楼层 (共6层),32,南 北,,宝山,顾村,,389,3室2厅0厨2卫,29972
73.24㎡,砖混结构,板楼,高境一村,简装,无,高楼层 (共6层),43,南,,宝山,高境,,315,2室1厅1厨1卫,43010
42.38㎡,砖混结构,板楼,永清新村,简装,无,高楼层 (共6层),39,南,,宝山,淞宝,,160,2室1厅1厨1卫,37754
100.95㎡,砖混结构,板楼,宝山八村,简装,无,高楼层 (共5层),11,南 北,,宝山,淞宝,,430,3室1厅1厨1卫,42596
56.07㎡,钢混结构,板楼,康泰新城,简装,无,低楼层 (共6层),68,南,,宝山,大华,,278,1室1厅1厨1卫,49581
55.94㎡,砖混结构,板楼,密山新村,简装,无,高楼层 (共6层),8,南 北,,宝山,淞宝,,230,2室1厅1厨1卫,41116
43.93㎡,砖混结构,板楼,逸仙路1321弄,简装,无,高楼层 (共6层),34,南,,宝山,高境,,177,1室1厅1厨1卫,40292
84.2㎡,钢混结构,板楼,双城路2弄,简装,无,低楼层 (共6层),9,南,,宝山,淞宝,,330,2室2厅1厨1卫,39193
51.2㎡,砖混结构,板楼,泗塘二村,简装,无,高楼层 (共6层),8,南,,宝山,张庙,,210,2室1厅1厨1卫,41016
89.68㎡,钢混结构,板楼,上大阳光乾清园,简装,无,中楼层 (共6层),1,南,,宝山,上大,,430,2室2厅1厨1卫,47949
73.13㎡,砖混结构,板楼,永清路171弄,简装,无,高楼层 (共6层),5,南,,宝山,淞宝,,290,3室1厅1厨1卫,39656
85.49㎡,砖混结构,板楼,大华二村,简装,无,高楼层 (共6层),16,南,,宝山,大华,,387,3室1厅1厨1卫,45269
55.34㎡,砖混结构,板楼,通河二村,精装,无,高楼层 (共6层),21,南,,宝山,通河,,248,2室1厅1厨1卫,44814
61.55㎡,钢混结构,板楼,海江新村,简装,有,低楼层 (共10层),16,南,,宝山,淞宝,,230,2室1厅1厨1卫,37368
54.21㎡,砖混结构,板楼,通河八村,简装,无,高楼层 (共6层),15,南,,宝山,通河,,223,2室1厅1厨1卫,41137
47.33㎡,砖混结构,板楼,宝钢三村,精装,无,低楼层 (共6层),17,南 北,,宝山,淞宝,,230,2室1厅1厨1卫,48595
138.52㎡,钢混结构,板楼,柏丽华庭,精装,有,高楼层 (共18层),6,南,,宝山,杨行,,550,3室2厅1厨2卫,39706
79.5㎡,钢混结构,板楼,菊泉新城(陆翔路698弄),精装,有,低楼层 (共11层),8,南 北,,宝山,顾村,,280,2室2厅1厨1卫,35221
89.65㎡,砖混结构,板楼,共富二村,简装,无,中楼层 (共6层),34,南,,宝山,共富,,330,2室2厅1厨1卫,36810
93.02㎡,钢混结构,板楼,成亿宝盛家苑,精装,无,高楼层 (共6层),38,南 北,,宝山,顾村,,330,3室2厅1厨1卫,35477
112㎡,钢混结构,板楼,绿地海域笙晖(公寓),精装,有,低楼层 (共16层),26,南 北,,宝山,杨行,,520,3室1厅1厨2卫,46429
88㎡,钢混结构,板楼,泰禾红御,精装,暂无数据,高楼层 (共18层),30,南,,宝山,高境,,615,2室2厅1厨1卫,69887
129.68㎡,钢混结构,板楼,宝华盛世花园,精装,有,高楼层 (共14层),11,南,,宝山,月浦,,330,3室2厅1厨2卫,25448
53.68㎡,砖混结构,板楼,共康六村,简装,无,高楼层 (共6层),61,南,,宝山,共康,,228,2室1厅1厨1卫,42474
87.03㎡,钢混结构,板楼,中冶锦园,精装,暂无数据,高楼层 (共11层),2,南 北,,宝山,月浦,,300,3室1厅1厨1卫,34471
157㎡,钢混结构,板楼,万科琥珀臻园,精装,有,中楼层 (共5层),0,南,,宝山,罗店,,595,3室2厅2厨2卫,37899
38.38㎡,砖混结构,板楼,宝林二村,简装,无,中楼层 (共6层),5,南,,宝山,淞宝,,155,1室1厅1厨1卫,40386
64.73㎡,砖混结构,板楼,宝林二村,简装,无,中楼层 (共6层),12,南,,宝山,淞宝,,280,3室1厅1厨1卫,43257
75.97㎡,未知结构,暂无数据,好日子大家园D区,简装,暂无数据,高楼层 (共6层),10,南 北,,宝山,顾村,,320,2室1厅1厨1卫,42122
42.54㎡,砖混结构,板楼,高境一村,精装,无,高楼层 (共6层),6,南 北,,宝山,高境,,187,1室1厅1厨1卫,43959
53.33㎡,砖混结构,板楼,宝林五村,简装,无,高楼层 (共6层),3,南,,宝山,淞宝,,200,2室1厅1厨1卫,37503
66.77㎡,砖混结构,板楼,淞南五村,简装,无,高楼层 (共6层),9,南 北,,宝山,淞南,,260,2室1厅1厨1卫,38940
43.48㎡,砖混结构,板楼,永清二村,简装,无,高楼层 (共6层),1,南,,宝山,淞宝,,168,1室1厅1厨1卫,38639
56.36㎡,钢混结构,板楼,三花现代城(二期香梅苑),精装,有,高楼层 (共17层),20,南,,宝山,高境,,370,1室1厅1厨1卫,65650
78.62㎡,砖混结构,板楼,双城路650弄,简装,无,高楼层 (共6层),5,南,,宝山,淞宝,,290,2室1厅1厨1卫,36887
48.05㎡,砖混结构,板楼,海滨五村,精装,无,高楼层 (共6层),1,南,,宝山,淞宝,,178,2室1厅1厨1卫,37045
56.58㎡,砖混结构,板楼,通河六村,简装,无,中楼层 (共6层),1,南,,宝山,通河,,250,1室1厅1厨1卫,44186
114.75㎡,砖混结构,板楼,沈巷新村,简装,无,高楼层 (共6层),3,南,,宝山,月浦,,255,3室2厅1厨1卫,22223
42.27㎡,砖混结构,板楼,海滨七村,简装,无,高楼层 (共6层),0,南,,宝山,淞宝,,155,1室1厅1厨1卫,36670
63.45㎡,砖混结构,板楼,共富二村,简装,无,中楼层 (共6层),4,南,,宝山,共富,,250,1室1厅1厨1卫,39402
49.89㎡,砖混结构,板楼,共康七村,简装,无,高楼层 (共6层),2,南,,宝山,共康,,240,1室1厅1厨1卫,48106
51.06㎡,砖混结构,板楼,海滨新村,毛坯,无,高楼层 (共6层),1,南,,宝山,淞宝,,190,2室1厅1厨1卫,37212
123.85㎡,钢混结构,板楼,富辰花苑,简装,无,高楼层 (共6层),4,南,,宝山,罗店,,373,3室2厅1厨2卫,30118
49.95㎡,砖混结构,板楼,月浦四村,简装,无,中楼层 (共6层),4,东南,,宝山,月浦,,148,2室0厅1厨1卫,29630
51.82㎡,砖混结构,板楼,宝钢十一村,简装,无,高楼层 (共6层),0,南 北,,宝山,淞宝,,195,2室1厅1厨1卫,37631
68.7㎡,砖混结构,板楼,海滨新村,简装,无,中楼层 (共4层),1,南,,宝山,淞宝,,280,2室1厅1厨1卫,40757
32.25㎡,砖混结构,板楼,泰和路309弄,毛坯,无,中楼层 (共5层),0,南,,宝山,淞宝,,120,1室0厅1厨1卫,37210
43.9㎡,砖混结构,板楼,大华一村,简装,无,高楼层 (共6层),3,南 北,,宝山,大华,,205,1室1厅1厨1卫,46698
85.72㎡,钢混结构,板楼,美兰湖颐景园,精装,无,中楼层 (共5层),6,南 北,,宝山,罗店,,295,2室2厅1厨1卫,34415
43.6㎡,砖混结构,板楼,永清新村,毛坯,无,高楼层 (共6层),0,南,,宝山,淞宝,,165,1室1厅1厨1卫,37845
89.02㎡,钢混结构,板楼,美兰湖中华园,简装,有,高楼层 (共6层),3,南,,宝山,罗店,,420,2室2厅1厨1卫,47181
53.19㎡,砖混结构,板楼,东西巷街163号,精装,无,中楼层 (共5层),14,北,,宝山,罗店,,130,2室1厅1厨1卫,24441
99.49㎡,钢混结构,板楼,君邑地中海(公寓),毛坯,有,低楼层 (共18层),15,南,,宝山,大场镇,,470,2室2厅1厨1卫,47241
57.24㎡,砖混结构,板楼,淞南三村,精装,无,高楼层 (共6层),7,南,,宝山,淞南,,245,2室1厅1厨1卫,42803
73.85㎡,砖混结构,板楼,祁连一村,精装,无,中楼层 (共6层),6,南 北,,宝山,上大,,299,2室1厅1厨1卫,40488
63.79㎡,砖混结构,板楼,北华苑,简装,无,高楼层 (共6层),45,南,,宝山,大华,,285,2室1厅1厨1卫,44678
41.84㎡,砖混结构,板楼,呼玛二村,简装,无,高楼层 (共6层),8,南,,宝山,张庙,,175,1室1厅1厨1卫,41827
60.77㎡,钢混结构,板楼,嘉华苑(宝山),精装,有,低楼层 (共11层),24,南 北,,宝山,大华,,350,1室2厅1厨1卫,57595
34.93㎡,砖混结构,板楼,泗塘四村,简装,无,低楼层 (共6层),5,南,,宝山,张庙,,152,1室1厅1厨1卫,43516
55.23㎡,砖混结构,板楼,祁连一村,简装,无,高楼层 (共6层),13,南,,宝山,上大,,215,2室1厅1厨1卫,38929
56.86㎡,钢混结构,板楼,中环国际公寓(二期),精装,有,高楼层 (共17层),15,南,,宝山,共康,,340,1室1厅1厨1卫,59796
61.2㎡,砖混结构,板楼,华浜新村,精装,无,高楼层 (共6层),17,南,,宝山,淞南,,235,2室1厅1厨1卫,38399
46.67㎡,砖混结构,板楼,大华一村,简装,无,低楼层 (共6层),17,南,,宝山,大华,,230,1室1厅1厨1卫,49283
93.74㎡,钢混结构,板楼,上大聚丰园,简装,无,高楼层 (共6层),4,南,,宝山,上大,,408,2室2厅1厨1卫,43525
66.19㎡,钢混结构,板楼,星福家园,精装,无,高楼层 (共6层),11,南,,宝山,上大,,280,2室2厅1厨1卫,42303
92.01㎡,钢混结构,板楼,梧桐城邦(二期),精装,有,低楼层 (共14层),117,南 北,,宝山,大华,,478,2室2厅1厨1卫,51951
42.06㎡,砖混结构,板楼,大华二村,简装,无,中楼层 (共6层),10,南,,宝山,大华,,230,1室1厅1厨1卫,54684
66.58㎡,砖混结构,板楼,泰和新城(泰和西路3381弄),精装,无,高楼层 (共6层),58,南,,宝山,顾村,,220,2室1厅1厨1卫,33043
77.5㎡,砖混结构,板楼,祁连二村,简装,无,高楼层 (共6层),21,南 北,,宝山,上大,,270,2室1厅1厨1卫,34839
45.28㎡,砖混结构,板楼,泗塘三村,简装,无,高楼层 (共5层),11,南,,宝山,张庙,,175,1室1厅1厨1卫,38649
48.3㎡,砖混结构,板楼,殷高小区,简装,无,高楼层 (共6层),21,南 北,,宝山,高境,,215,1室1厅1厨1卫,44514
140㎡,钢混结构,板楼,万科琥珀郡园,精装,有,低楼层 (共6层),15,南,,宝山,罗店,,560,3室2厅1厨2卫,40000
97.74㎡,钢混结构,板楼,菊泉新城(陆翔路678弄),精装,有,低楼层 (共11层),9,东,,宝山,顾村,,349,3室1厅1厨1卫,35707
93㎡,钢混结构,板楼,古北菊翔苑(菊联路232弄),精装,有,低楼层 (共8层),23,南,,宝山,顾村,,370,3室1厅1厨1卫,39785
97.33㎡,钢混结构,板楼,金地艺境(宝山),精装,有,高楼层 (共6层),41,南,,宝山,上大,,435,2室2厅1厨1卫,44694
131.72㎡,钢混结构,板楼,富长苑,精装,有,高楼层 (共12层),50,南,,宝山,罗店,,400,3室2厅1厨2卫,30368
88.36㎡,钢混结构,板楼,美兰湖颐景园,精装,无,中楼层 (共5层),5,南,,宝山,罗店,,302,2室2厅1厨1卫,34179
134.71㎡,钢混结构,板楼,嘉城国际花园,精装,有,高楼层 (共24层),4,南 北,,宝山,月浦,,545,3室2厅1厨2卫,40458
54.9㎡,砖混结构,板楼,临江四村,其他,无,高楼层 (共6层),1,南,,宝山,淞宝,,205,2室1厅1厨1卫,37341
75.79㎡,砖混结构,板楼,罗南二村,简装,无,高楼层 (共6层),0,南,,宝山,罗店,,226,3室1厅1厨1卫,29820
54.8㎡,砖混结构,板楼,宝钢二村,简装,无,高楼层 (共5层),8,西南,,宝山,淞宝,,190,2室1厅1厨1卫,34672
55.35㎡,砖混结构,板楼,宝钢九村,其他,无,中楼层 (共6层),1,南,,宝山,淞宝,,238,2室1厅1厨1卫,43000
84㎡,钢混结构,板楼,招商海德名门,精装,有,低楼层 (共16层),6,南,,宝山,杨行,,350,2室1厅1厨1卫,41667
71.35㎡,砖混结构,板楼,罗南一村,精装,无,中楼层 (共6层),188,南,,宝山,罗店,,200,3室1厅1厨1卫,28031
71㎡,钢混结构,板楼,菊泉新城(陆翔路358弄),精装,无,低楼层 (共6层),149,南,,宝山,顾村,,285,2室1厅1厨1卫,40141
55.04㎡,砖混结构,板楼,呼玛一村,简装,无,高楼层 (共6层),2,南 北,,宝山,张庙,,228,2室1厅1厨1卫,41425
91.82㎡,钢混结构,塔楼,宝山八村,简装,有,低楼层 (共28层),43,南 北,,宝山,淞宝,,385,2室1厅1厨1卫,41930
108.68㎡,钢混结构,板楼,远洋香奈,精装,有,低楼层 (共18层),4,南,,宝山,杨行,,550,5室2厅1厨1卫,50608
85.57㎡,钢混结构,板楼,宝华北岸郡庭(公寓),精装,有,高楼层 (共24层),5,南,,宝山,月浦,,230,3室2厅1厨1卫,26879
85.48㎡,钢混结构,板楼,新天地荻泾花园,精装,有,高楼层 (共18层),39,南,,宝山,顾村,,335,2室2厅1厨1卫,39191
118.94㎡,砖混结构,板楼,同济公寓,精装,无,低楼层 (共6层),5,南,,宝山,淞宝,,480,2室2厅1厨2卫,40357
65.21㎡,钢混结构,板楼,星福家园,精装,无,高楼层 (共6层),37,南 北,,宝山,上大,,269,2室1厅1厨1卫,41252
91.34㎡,钢混结构,板楼,荣域飘鹰锦和花园(公寓),精装,有,低楼层 (共14层),99,南,,宝山,杨行,,350,2室2厅1厨1卫,38319
64.3㎡,砖混结构,板楼,共富一村,简装,无,高楼层 (共6层),71,南,,宝山,共富,,235,2室1厅1厨1卫,36548
86㎡,钢混结构,板楼,旭辉澜悦湾,精装,无,中楼层 (共5层),12,南 北,,宝山,罗泾,,258,2室2厅1厨1卫,30000
54.53㎡,砖混结构,板楼,临江三村,精装,无,高楼层 (共6层),4,南,,宝山,淞宝,,235,2室1厅1厨1卫,43096
89.72㎡,钢混结构,板楼,泰禾红御,精装,有,中楼层 (共20层),32,南,,宝山,高境,,660,2室2厅1厨1卫,73563
127㎡,钢混结构,板楼,金地天地云墅,精装,暂无数据,中楼层 (共7层),74,南,,宝山,顾村,,620,3室2厅1厨2卫,48819
111.7㎡,砖混结构,板楼,宝山九村,简装,无,高楼层 (共6层),0,南 北,,宝山,淞宝,,508,3室1厅1厨1卫,45479
49.02㎡,砖混结构,板楼,大华一村,简装,无,中楼层 (共6层),14,西南,,宝山,大华,,220,1室1厅1厨1卫,44880
34.11㎡,砖混结构,板楼,海滨三村,简装,无,高楼层 (共5层),30,南,,宝山,淞宝,,125,1室1厅1厨1卫,36647
51.59㎡,砖混结构,板楼,共康六村,精装,无,高楼层 (共6层),63,南,,宝山,共康,,215,1室1厅1厨1卫,41675
79.97㎡,砖混结构,板楼,富锦路1659弄,简装,无,高楼层 (共6层),6,南 北,,宝山,月浦,,238,3室1厅1厨1卫,29762
73.91㎡,钢混结构,板楼,宝钢五村,简装,有,高楼层 (共15层),25,东南 北,,宝山,淞宝,,315,2室1厅1厨1卫,42620
112㎡,钢混结构,板楼,海江公寓,精装,无,高楼层 (共6层),0,南 北,,宝山,淞宝,,470,2室2厅1厨1卫,41965
76.06㎡,砖混结构,板楼,李金怡心园,简装,无,中楼层 (共6层),44,南 西,,宝山,淞宝,,300,3室1厅1厨1卫,39443
100.95㎡,砖混结构,板楼,宝山八村,精装,无,高楼层 (共6层),16,南,,宝山,淞宝,,425,3室2厅1厨1卫,42101
43.75㎡,砖混结构,板楼,海滨八村,精装,无,高楼层 (共6层),29,南,,宝山,淞宝,,170,1室1厅1厨1卫,38858
41.42㎡,砖混结构,板楼,宝林二村,毛坯,无,中楼层 (共6层),13,南,,宝山,淞宝,,158,1室1厅1厨1卫,38146
157.85㎡,钢混结构,板楼,经纬观澜弘郡家园(三期),毛坯,有,中楼层 (共14层),2,南,,宝山,上大,,838,4室1厅1厨2卫,53089
93.78㎡,钢混结构,板楼,旭辉澜悦湾,精装,有,低楼层 (共18层),10,南,,宝山,罗泾,,235,3室2厅1厨1卫,25059
62.36㎡,砖混结构,板楼,大华二村,简装,无,高楼层 (共6层),18,南,,宝山,大华,,298,2室1厅1厨1卫,47788
83.96㎡,钢混结构,板楼,保利叶上海(三期),精装,有,中楼层 (共33层),63,南 北,,宝山,顾村,,410,3室2厅1厨1卫,48833
86.05㎡,钢混结构,板楼,宝沁苑,毛坯,有,低楼层 (共18层),29,南,,宝山,顾村,,290,2室2厅1厨1卫,33702
155㎡,砖混结构,板楼,宝山三村,简装,无,中楼层 (共5层),4,南,,宝山,淞宝,,690,4室1厅1厨2卫,44517
90㎡,钢混结构,板楼,美兰湖岭域,精装,有,高楼层 (共7层),45,南,,宝山,罗店,,488,4室2厅1厨2卫,54223
47.37㎡,砖混结构,板楼,大华一村,简装,无,高楼层 (共6层),16,南,,宝山,大华,,225,2室1厅1厨1卫,47499
92.15㎡,钢混结构,板楼,东方丽都,精装,有,低楼层 (共10层),49,南,,宝山,杨行,,400,2室2厅1厨1卫,43408
70.48㎡,钢混结构,板楼,文华苑(宝山),简装,有,高楼层 (共7层),88,南,,宝山,大华,,345,2室1厅1厨1卫,48951
78.79㎡,钢混结构,板楼,中国铁建青秀城,精装,暂无数据,高楼层 (共16层),33,南,,宝山,顾村,,310,2室2厅1厨1卫,39346
57.82㎡,砖混结构,板楼,民主敦发小区,精装,无,低楼层 (共6层),6,南,,宝山,张庙,,260,1室1厅1厨1卫,44968
43.4㎡,砖混结构,板楼,永清新村,毛坯,无,中楼层 (共6层),14,南,,宝山,淞宝,,160,1室1厅1厨1卫,36867
59.49㎡,钢混结构,板楼,吉浦路615弄,简装,无,高楼层 (共7层),91,南,,宝山,高境,,240,2室1厅1厨1卫,40343
143.57㎡,钢混结构,板楼,住友宝莲,简装,无,高楼层 (共6层),24,南 北,,宝山,淞宝,,790,3室2厅1厨2卫,55026
94㎡,钢混结构,板楼,枫桥湾名邸,简装,无,低楼层 (共6层),74,南 北,,宝山,淞南,,508,2室2厅1厨1卫,54043
92.52㎡,钢混结构,板楼,鎏园,精装,有,高楼层 (共14层),15,南,,宝山,淞南,,527,2室1厅1厨1卫,56961
80.71㎡,砖混结构,板楼,共和三村,精装,无,高楼层 (共6层),21,南,,宝山,张庙,,355,2室1厅1厨1卫,43985
79.73㎡,砖混结构,板楼,高境一村,简装,无,高楼层 (共6层),21,南,,宝山,高境,,370,3室1厅1厨1卫,46407
