Area,BuildStruc,BuildType,CompName,Decoration,Elevator,Floor,Focus,Orientation,Pubdate,Region1,Region2,Remarks,TotlePrice,Type,UnitPrice 
77.04㎡,钢混结构,板楼,和欣国际花园,精装,有,低楼层 (共16层),23,南,,宝山,共康,,485,2室2厅1厨1卫,62955
93.79㎡,钢混结构,板楼,远景佳苑二期,精装,有,低楼层 (共11层),17,南 北,,宝山,大华,,575,2室2厅1厨1卫,61308
132.07㎡,钢混结构,板楼,富隆苑,精装,有,高楼层 (共14层),6,南,,宝山,共富,,578,3室2厅1厨2卫,43765
167㎡,钢混结构,板楼,和欣国际花园,精装,有,低楼层 (共18层),51,南 北,,宝山,共康,,680,4室2厅1厨2卫,40719
112㎡,钢混结构,板楼,屹立家园,精装,无,高楼层 (共6层),63,南,,宝山,共康,,530,3室2厅1厨2卫,47322
131㎡,钢混结构,板楼,美岸栖庭(公寓),精装,无,高楼层 (共6层),41,南 北,,宝山,高境,,750,4室2厅1厨2卫,57252
127.52㎡,钢混结构,板楼,昌鑫家园,简装,无,中楼层 (共6层),5,南,,宝山,通河,,680,3室2厅1厨2卫,53325
91.34㎡,钢混结构,板楼,盛达家园,简装,有,低楼层 (共12层),18,南,,宝山,张庙,,380,2室2厅1厨1卫,41603
71.29㎡,钢混结构,塔楼,民悦苑,精装,有,高楼层 (共13层),133,东南,,宝山,张庙,,335,2室1厅1厨1卫,46992
141.87㎡,钢混结构,板楼,上大聚丰园,精装,有,中楼层 (共11层),84,南,,宝山,上大,,605,3室2厅1厨2卫,42645
90.47㎡,钢混结构,板楼,万科四季花城,简装,有,低楼层 (共14层),11,南,,宝山,杨行,,360,2室2厅1厨1卫,39793
86.45㎡,砖混结构,板楼,共康七村,简装,无,高楼层 (共6层),13,南,,宝山,共康,,370,2室2厅1厨1卫,42800
89㎡,钢混结构,板楼,香逸湾,精装,有,中楼层 (共12层),24,南 北,,宝山,杨行,,405,3室2厅1厨1卫,45506
167㎡,钢混结构,板楼,天馨花园(公寓),精装,有,低楼层 (共10层),33,南 北,,宝山,杨行,,500,4室2厅1厨2卫,29941
133㎡,钢混结构,板楼,万业紫辰苑,精装,有,低楼层 (共28层),51,南 北,,宝山,杨行,,510,4室2厅1厨2卫,38346
55.25㎡,砖混结构,板楼,环镇北路400弄,简装,无,低楼层 (共6层),3,南,,宝山,大场镇,,232,2室1厅1厨1卫,41991
42.22㎡,砖混结构,板楼,呼玛二村,精装,无,高楼层 (共6层),3,南,,宝山,张庙,,200,1室1厅1厨1卫,47371
126.71㎡,钢混结构,板楼,顺驰美兰湖,精装,无,低楼层 (共5层),3,南,,宝山,罗店,,460,4室2厅1厨2卫,36304
77.5㎡,钢混结构,板楼,好旺苑,简装,无,低楼层 (共6层),6,南,,宝山,大华,,400,2室2厅1厨1卫,51613
100.67㎡,钢混结构,板楼,盛达家园,精装,有,低楼层 (共14层),6,南,,宝山,张庙,,430,2室2厅1厨1卫,42714
130.15㎡,钢混结构,板楼,万科四季花城,精装,有,低楼层 (共11层),11,南 北,,宝山,杨行,,520,3室2厅1厨2卫,39954
96.31㎡,钢混结构,板楼,大华公园世家康华苑,精装,有,高楼层 (共8层),10,南,,宝山,大华,,545,2室2厅1厨1卫,56589
83.2㎡,砖混结构,板楼,大华一村,精装,无,中楼层 (共6层),5,南,,宝山,大华,,440,2室1厅1厨1卫,52885
70.04㎡,钢混结构,塔楼,通河一村,简装,有,高楼层 (共13层),0,南,,宝山,张庙,,345,2室1厅1厨1卫,49258
116.63㎡,砖混结构,板楼,大华一村,简装,无,低楼层 (共6层),11,南 北,,宝山,大华,,550,3室2厅1厨1卫,47158
75.54㎡,钢混结构,板楼,昌鑫时代绿园,简装,无,高楼层 (共6层),8,南,,宝山,张庙,,420,2室2厅1厨1卫,55600
94.55㎡,钢混结构,板楼,上海保利悦庭,简装,有,低楼层 (共9层),3,南,,宝山,淞南,,600,3室2厅1厨1卫,63459
86.23㎡,钢混结构,板楼,康泰新城,精装,无,中楼层 (共5层),7,南 北,,宝山,大华,,470,2室2厅1厨2卫,54506
87.51㎡,钢混结构,板楼,复星花园(行知路635弄),简装,无,高楼层 (共6层),9,南,,宝山,大华,,425,2室2厅1厨1卫,48566
38.16㎡,砖混结构,板楼,逸仙一村,简装,无,低楼层 (共6层),7,南,,宝山,高境,,180,1室1厅1厨1卫,47170
90.71㎡,钢混结构,板楼,城投世纪名城,简装,无,高楼层 (共6层),12,南 北,,宝山,张庙,,420,2室2厅1厨1卫,46302
55.16㎡,砖混结构,板楼,通河七村,简装,无,低楼层 (共6层),4,南,,宝山,通河,,235,2室1厅1厨1卫,42604
139.26㎡,钢混结构,板楼,康泰新城,精装,有,高楼层 (共11层),17,南 北,,宝山,大华,,760,3室2厅1厨2卫,54575
66.18㎡,砖混结构,板楼,大华三村二街坊,简装,无,高楼层 (共6层),1,南 北,,宝山,大华,,335,2室1厅1厨1卫,50620
92.35㎡,砖混结构,板楼,大华二村,简装,无,高楼层 (共6层),6,南,,宝山,大华,,440,3室1厅1厨1卫,47645
70.91㎡,钢混结构,板楼,菊泉新城(陆翔路358弄),简装,无,低楼层 (共5层),17,南 北,,宝山,顾村,,300,2室2厅1厨1卫,42308
126㎡,钢混结构,板楼,顺驰美兰湖,精装,无,中楼层 (共5层),107,南,,宝山,罗店,,425,3室1厅1厨0卫,33731
67.84㎡,砖混结构,板楼,共康五村,毛坯,无,高楼层 (共6层),19,南,,宝山,共康,,275,2室1厅1厨1卫,40537
93.68㎡,钢混结构,板楼,阳光美林,精装,有,中楼层 (共14层),2,南 北,,宝山,月浦,,275,2室2厅1厨1卫,29356
85.48㎡,钢混结构,板楼,丰翔新城,精装,有,低楼层 (共31层),4,南,,宝山,上大,,285,2室1厅1厨1卫,33342
39.98㎡,砖混结构,板楼,杨泰三村,简装,无,低楼层 (共6层),5,南,,宝山,杨行,,155,1室1厅1厨1卫,38770
67.16㎡,钢混结构,塔楼,月浦三村,毛坯,暂无数据,高楼层 (共14层),0,南,,宝山,月浦,,175,2室1厅1厨1卫,26058
57.7㎡,钢混结构,板楼,丽景花园,精装,有,低楼层 (共14层),0,南,,宝山,顾村,,240,1室1厅1厨1卫,41595
54.13㎡,砖混结构,板楼,呼玛五村,精装,无,低楼层 (共6层),9,南,,宝山,张庙,,268,2室1厅1厨1卫,49511
89.98㎡,砖混结构,板楼,罗溪花苑,简装,无,中楼层 (共6层),14,南 北,,宝山,罗店,,230,2室1厅1厨1卫,25562
76.84㎡,钢混结构,板楼,文宝苑,精装,有,高楼层 (共11层),21,南,,宝山,顾村,,365,2室2厅1厨1卫,47502
76.2㎡,钢混结构,板楼,采菊苑,精装,有,高楼层 (共11层),21,南 北,,宝山,顾村,,328,2室2厅1厨1卫,43045
116.81㎡,钢混结构,板楼,康桥水都(公寓),毛坯,无,高楼层 (共6层),43,南,,宝山,杨行,,410,3室2厅1厨2卫,35100
55.52㎡,钢混结构,板楼,新顾村大家园C区,精装,无,低楼层 (共6层),17,南 北,,宝山,顾村,,220,1室1厅1厨1卫,39626
57.94㎡,砖混结构,板楼,华鹏花苑,精装,无,中楼层 (共6层),8,南 北,,宝山,大华,,295,1室1厅1厨1卫,50915
91.74㎡,钢混结构,板楼,旭辉依云湾,精装,有,中楼层 (共14层),10,南,,宝山,顾村,,430,3室2厅1厨1卫,46872
146㎡,钢混结构,板楼,保利叶之林(一期),精装,有,中楼层 (共14层),30,南 北,,宝山,上大,,745,5室1厅1厨2卫,51028
126.72㎡,钢混结构,板楼,招商海德名门,简装,有,高楼层 (共18层),43,南 北,,宝山,杨行,,425,3室2厅1厨2卫,33539
46.85㎡,砖混结构,板楼,共康五村,简装,无,高楼层 (共6层),5,南,,宝山,共康,,190,1室1厅1厨1卫,40555
85.01㎡,钢混结构,板楼,招商海德名门,精装,有,低楼层 (共16层),81,南,,宝山,杨行,,315,2室2厅1厨1卫,37055
76.46㎡,钢混结构,板楼,采菊苑,精装,有,高楼层 (共10层),49,南 北,,宝山,顾村,,303,2室2厅1厨1卫,39629
148.95㎡,钢混结构,板楼,铂金华府,简装,无,低楼层 (共6层),22,南 北,,宝山,大华,,800,3室2厅1厨1卫,53710
59.24㎡,砖混结构,板楼,泰和新城(泰和西路3463弄),简装,无,高楼层 (共6层),43,南,,宝山,顾村,,167,2室1厅1厨1卫,28191
89.64㎡,砖混结构,板楼,天馨花园(公寓),精装,无,低楼层 (共6层),33,南,,宝山,杨行,,346,2室2厅1厨1卫,38599
77.39㎡,钢混结构,板楼,馨佳园(韶山路418弄),毛坯,有,高楼层 (共11层),22,南 北,,宝山,顾村,,290,2室1厅1厨1卫,37473
72.81㎡,砖混结构,板楼,祁连三村,简装,无,高楼层 (共6层),23,南,,宝山,上大,,265,2室1厅1厨1卫,36397
75.96㎡,钢混结构,板楼,新梅淞南苑,简装,无,低楼层 (共6层),30,南,,宝山,淞南,,400,2室1厅1厨1卫,52660
46.13㎡,砖混结构,板楼,大华一村,精装,无,高楼层 (共6层),102,南,,宝山,大华,,220,1室1厅1厨1卫,47692
98.74㎡,钢混结构,板楼,万科琥珀郡园,精装,有,中楼层 (共8层),84,南,,宝山,罗店,,390,3室2厅1厨1卫,39498
68.22㎡,砖混结构,板楼,祁连三村,简装,无,高楼层 (共6层),10,南,,宝山,上大,,259,2室2厅1厨1卫,37966
62㎡,砖混结构,板楼,锦龙苑,简装,无,高楼层 (共6层),21,南,,宝山,上大,,248,2室1厅1厨1卫,40000
77.71㎡,钢混结构,板楼,馨佳园(菊泉街1346弄),精装,有,中楼层 (共24层),62,南 北,,宝山,顾村,,269,2室1厅1厨0卫,34616
210.81㎡,钢混结构,板楼,铂珏公馆,精装,有,高楼层 (共8层),3,南 北,,宝山,罗店,,890,3室2厅1厨2卫,42219
89.86㎡,钢混结构,板楼,旭辉城,毛坯,暂无数据,高楼层 (共7层),7,南,,宝山,罗泾,,230,3室1厅1厨1卫,25596
121.64㎡,砖混结构,板楼,上大阳光乾和园,毛坯,有,高楼层 (共13层),20,南,,宝山,大场镇,,465,3室2厅1厨1卫,38228
87.57㎡,钢混结构,板楼,美树铭家,精装,无,中楼层 (共6层),19,南,,宝山,张庙,,425,2室2厅1厨1卫,48533
67.82㎡,砖混结构,板楼,华浜二村,简装,无,中楼层 (共6层),14,南,,宝山,淞南,,280,2室1厅1厨1卫,41286
49.11㎡,砖混结构,板楼,淞南十村,简装,无,高楼层 (共6层),13,南,,宝山,淞南,,195,1室1厅1厨1卫,39707
74.13㎡,钢混结构,板楼,古北菊翔苑(菊联路232弄),精装,有,中楼层 (共8层),14,南 北,,宝山,顾村,,335,2室2厅1厨1卫,45191
78.28㎡,钢混结构,板楼,慧华东苑,精装,无,高楼层 (共6层),44,南,,宝山,上大,,335,2室1厅1厨1卫,42796
53.29㎡,砖混结构,板楼,呼玛二村,简装,无,中楼层 (共6层),9,南,,宝山,张庙,,243,2室1厅1厨1卫,45600
82.72㎡,钢混结构,板楼,同济城市阳光,精装,有,高楼层 (共12层),9,南,,宝山,大场镇,,410,2室2厅1厨1卫,49565
102.74㎡,钢混结构,板楼,水韵华庭,精装,有,高楼层 (共14层),9,南 北,,宝山,大华,,660,2室2厅1厨1卫,64240
136.5㎡,钢混结构,板楼,三花现代城(一期丹桂苑),毛坯,有,中楼层 (共18层),14,南 北,,宝山,高境,,710,3室2厅1厨2卫,52015
41.26㎡,砖混结构,板楼,呼玛三村,简装,无,中楼层 (共6层),2,南,,宝山,张庙,,198,1室1厅1厨1卫,47989
67.84㎡,砖混结构,板楼,共富一村,简装,无,低楼层 (共6层),9,南,,宝山,共富,,285,2室1厅1厨1卫,42011
69.7㎡,钢混结构,塔楼,泗塘四村,其他,有,低楼层 (共15层),8,西南 北,,宝山,张庙,,235,2室1厅1厨1卫,33716
79.75㎡,钢混结构,板楼,中怡家园,简装,有,中楼层 (共24层),4,南,,宝山,顾村,,290,2室1厅1厨1卫,36364
56.95㎡,砖混结构,板楼,环镇北路400弄,简装,无,高楼层 (共6层),20,南,,宝山,大场镇,,215,2室1厅1厨1卫,37753
61.33㎡,钢混结构,板楼,海尚明城,精装,有,高楼层 (共11层),24,南,,宝山,杨行,,230,1室1厅1厨1卫,37503
92.03㎡,钢混结构,板楼,馨佳园(潘广路1765弄),精装,有,中楼层 (共13层),7,南 北,,宝山,顾村,,385,2室2厅1厨1卫,41835
80.79㎡,钢混结构,板楼,菊泉新城(菊泉街39弄),精装,有,高楼层 (共14层),15,西南,,宝山,顾村,,300,2室2厅1厨1卫,37134
81㎡,钢混结构,板楼,绿地海域笙晖(公寓),毛坯,有,中楼层 (共14层),20,南 北,,宝山,杨行,,350,2室2厅1厨1卫,43210
58.38㎡,钢混结构,板楼,采菊苑,毛坯,有,中楼层 (共11层),21,南,,宝山,顾村,,245,1室1厅1厨1卫,41967
86.17㎡,钢混结构,板楼,宝沁苑,毛坯,有,中楼层 (共18层),8,南,,宝山,顾村,,310,2室2厅1厨1卫,35976
34.72㎡,砖混结构,板楼,宝钢二村,简装,无,高楼层 (共6层),11,南,,宝山,淞宝,,146,1室1厅1厨1卫,42051
31.8㎡,砖混结构,板楼,宝钢六村,简装,无,低楼层 (共6层),28,南,,宝山,淞宝,,135,1室1厅1厨1卫,42453
91.82㎡,钢混结构,塔楼,宝山八村,简装,有,中楼层 (共28层),17,南 北,,宝山,淞宝,,390,2室2厅1厨1卫,42475
73.47㎡,钢混结构,板楼,馨佳园(菊泉街1280弄),精装,有,低楼层 (共18层),25,南 北,,宝山,顾村,,270,2室1厅1厨1卫,36750
89.43㎡,钢混结构,板楼,美兰湖中华园,毛坯,有,高楼层 (共6层),88,南,,宝山,罗店,,385,3室2厅1厨1卫,43051
38.98㎡,砖混结构,板楼,二纺老工房,简装,无,中楼层 (共7层),5,南,,宝山,淞宝,,136,1室1厅1厨1卫,34890
66.42㎡,砖混结构,板楼,海江二村,简装,无,高楼层 (共6层),0,南,,宝山,淞宝,,260,2室1厅1厨1卫,39145
90.24㎡,钢混结构,板楼,新天地荻泾花园,毛坯,有,高楼层 (共18层),5,南 北,,宝山,顾村,,350,2室2厅1厨1卫,38786
49.72㎡,砖混结构,板楼,泰和路710弄,简装,无,高楼层 (共6层),126,南,,宝山,淞宝,,158,2室0厅1厨1卫,31778
54.83㎡,砖混结构,板楼,环镇北路323弄,简装,无,高楼层 (共6层),0,南,,宝山,上大,,220,1室1厅1厨1卫,40125
68.12㎡,钢混结构,板楼,宝山六村,毛坯,无,低楼层 (共6层),10,南,,宝山,淞宝,,335,2室1厅1厨1卫,49178
78.17㎡,砖混结构,板楼,祁连二村,简装,无,高楼层 (共6层),22,南 北,,宝山,上大,,298,3室1厅1厨1卫,38123
64.6㎡,砖混结构,板楼,共和小区,简装,无,高楼层 (共6层),2,南,,宝山,张庙,,295,2室1厅1厨1卫,45666
61.9㎡,钢混结构,板楼,长宏新苑,简装,无,高楼层 (共6层),11,南,,宝山,淞南,,295,2室1厅1厨1卫,47658
67.23㎡,砖混结构,板楼,淞南七村,精装,无,高楼层 (共6层),12,南,,宝山,淞南,,270,2室1厅1厨1卫,40161
72.69㎡,砖混结构,板楼,淞南六村,简装,无,高楼层 (共6层),14,南,,宝山,淞南,,269,2室1厅1厨1卫,37007
91.85㎡,钢混结构,板楼,盛达家园,其他,有,中楼层 (共14层),4,南 北,,宝山,张庙,,420,2室2厅1厨1卫,45727
115.26㎡,钢混结构,板楼,祥瑞公寓,精装,暂无数据,中楼层 (共14层),4,南 北,,宝山,淞宝,,500,2室2厅1厨2卫,43381
100.61㎡,钢混结构,板楼,长宏新苑,精装,有,中楼层 (共11层),5,南,,宝山,淞南,,490,2室2厅1厨1卫,48703
52.01㎡,砖混结构,板楼,月浦八村,简装,无,高楼层 (共6层),6,南,,宝山,月浦,,178,2室1厅1厨1卫,34225
86.68㎡,砖混结构,板楼,文华苑(宝山),毛坯,无,高楼层 (共6层),17,南 北,,宝山,大华,,395,2室2厅1厨1卫,45570
48.38㎡,砖混结构,板楼,殷高小区,精装,无,高楼层 (共6层),9,南,,宝山,高境,,222,2室1厅1厨1卫,45887
114.18㎡,钢混结构,板楼,康桥水都(公寓),精装,有,低楼层 (共16层),2,南,,宝山,杨行,,420,3室1厅1厨2卫,36785
72.62㎡,砖混结构,板楼,宝林八村,简装,无,低楼层 (共6层),3,南 北,,宝山,淞宝,,305,3室1厅1厨1卫,42000
76.46㎡,钢混结构,板楼,采菊苑,精装,有,高楼层 (共9层),4,南,,宝山,顾村,,317,2室1厅1厨1卫,41460
61.9㎡,钢混结构,板楼,长宏新苑,精装,无,中楼层 (共6层),6,南,,宝山,淞南,,305,1室1厅1厨1卫,49274
131.7㎡,钢混结构,板楼,天馨花园(公寓),简装,有,低楼层 (共12层),3,南,,宝山,杨行,,480,3室2厅1厨2卫,36447
99.93㎡,钢混结构,板楼,富锦苑,精装,无,中楼层 (共6层),1,南 北,,宝山,月浦,,320,2室2厅1厨1卫,32023
70.94㎡,砖混结构,板楼,共富一村,简装,无,低楼层 (共6层),10,南,,宝山,共富,,285,2室1厅1厨1卫,40175
64.07㎡,砖混结构,板楼,大华二村,简装,无,高楼层 (共6层),5,南,,宝山,大华,,320,2室1厅1厨1卫,49946
49.05㎡,砖混结构,板楼,共和小区,其他,无,高楼层 (共6层),1,南,,宝山,张庙,,230,1室1厅1厨1卫,46891
76.71㎡,钢混结构,板楼,采菊苑,精装,有,低楼层 (共11层),5,南,,宝山,顾村,,305,2室2厅1厨1卫,39761
113㎡,钢混结构,板楼,新天地荻泾花园,精装,有,低楼层 (共18层),5,南,,宝山,顾村,,460,3室2厅1厨1卫,40708
121.25㎡,钢混结构,板楼,万科四季花城,精装,无,高楼层 (共6层),10,南 北,,宝山,杨行,,450,3室2厅2厨2卫,37114
49.92㎡,砖混结构,板楼,淞南五村,精装,无,高楼层 (共6层),3,南,,宝山,淞南,,225,1室1厅1厨1卫,45073
67.55㎡,钢混结构,板楼,美岸栖庭(公寓),其他,有,中楼层 (共18层),13,南,,宝山,高境,,450,1室2厅1厨1卫,66618
93.53㎡,钢混结构,板楼,新天地荻泾花园,精装,有,中楼层 (共18层),7,南,,宝山,顾村,,395,3室2厅1厨1卫,42233
58.22㎡,钢混结构,板楼,三花现代城(一期丹桂苑),简装,有,高楼层 (共16层),1,南,,宝山,高境,,400,1室2厅1厨1卫,68705
83.38㎡,钢混结构,板楼,馨佳园(韶山路419弄),精装,有,低楼层 (共14层),22,南 北,,宝山,顾村,,300,2室2厅1厨1卫,35980
42.84㎡,砖混结构,板楼,通河四村,其他,无,高楼层 (共6层),2,南,,宝山,通河,,180,1室1厅1厨1卫,42017
64.01㎡,砖混结构,板楼,乾溪新村,简装,无,高楼层 (共6层),43,南,,宝山,大场镇,,240,2室1厅1厨1卫,37495
67.88㎡,砖混结构,板楼,共康六村,简装,无,中楼层 (共6层),8,南,,宝山,共康,,320,2室1厅1厨1卫,47143
48.97㎡,砖混结构,板楼,海滨四村,毛坯,无,低楼层 (共6层),5,南 北,,宝山,淞宝,,188,2室1厅1厨1卫,38391
96㎡,钢混结构,板楼,馨佳园(韶山路245弄),毛坯,有,高楼层 (共16层),18,南 北,,宝山,顾村,,400,3室2厅1厨1卫,41667
57.32㎡,砖混结构,板楼,通河七村,简装,无,中楼层 (共6层),15,暂无数据,,宝山,通河,,234,2室1厅1厨1卫,40824
87.61㎡,砖混结构,板楼,共富三村,简装,无,高楼层 (共6层),23,南 北,,宝山,共富,,358,3室2厅1厨2卫,40863
91.2㎡,钢混结构,板楼,三门路485弄,精装,有,高楼层 (共7层),47,南,,宝山,高境,,420,2室2厅1厨1卫,46053
41.91㎡,砖混结构,板楼,逸仙二村,毛坯,无,低楼层 (共6层),5,南,,宝山,高境,,185,1室1厅1厨1卫,44143
124.98㎡,钢混结构,板塔结合,保利叶语(二期)(公寓),毛坯,有,低楼层 (共18层),53,东,,宝山,顾村,,608,4室2厅1厨2卫,48648
131㎡,钢混结构,板楼,大宁北玉兰公馆,精装,有,低楼层 (共15层),15,南,,宝山,共富,,750,4室2厅1厨2卫,57252
56.45㎡,砖混结构,板楼,永清二村,简装,无,中楼层 (共6层),32,南 北,,宝山,淞宝,,220,2室1厅1厨1卫,38973
64.11㎡,砖混结构,板楼,呼玛四村,简装,无,高楼层 (共6层),35,南,,宝山,张庙,,245,2室1厅1厨1卫,38216
92.95㎡,砖混结构,板楼,大华一村,精装,无,高楼层 (共6层),20,南,,宝山,大华,,425,2室1厅1厨1卫,45724
111.65㎡,钢混结构,板楼,三门路485弄,精装,有,高楼层 (共7层),27,南,,宝山,高境,,518,3室2厅1厨2卫,46395
107.49㎡,钢混结构,板楼,海尚明城,精装,有,低楼层 (共15层),50,南,,宝山,杨行,,390,3室2厅1厨1卫,36283
88.74㎡,钢混结构,板楼,四季绿城,精装,无,高楼层 (共6层),80,南,,宝山,高境,,490,3室2厅1厨2卫,55218
82.47㎡,钢混结构,板楼,旭辉依云湾,精装,有,中楼层 (共14层),128,南,,宝山,顾村,,350,2室2厅1厨1卫,42440
96.68㎡,钢混结构,板楼,梧桐城邦(二期),精装,有,高楼层 (共14层),215,南 北,,宝山,大华,,596,2室2厅1厨1卫,61647
60.15㎡,砖混结构,板楼,祁连二村,精装,无,中楼层 (共6层),79,南 西,,宝山,上大,,243,2室1厅1厨1卫,40400
118.12㎡,钢混结构,板楼,聚丰景都,精装,无,高楼层 (共6层),2,南 北,,宝山,上大,,499,3室2厅1厨2卫,42246
88.33㎡,钢混结构,板楼,保利叶上海(一期),精装,有,高楼层 (共24层),14,南 北,,宝山,顾村,,440,3室2厅1厨1卫,49814
89.59㎡,钢混结构,板楼,保利叶语(一期)(公寓),简装,有,低楼层 (共21层),31,南,,宝山,顾村,,470,2室2厅1厨1卫,52462
47.97㎡,砖混结构,板楼,海滨五村,简装,无,低楼层 (共6层),0,南 北,,宝山,淞宝,,205,2室1厅1厨1卫,42736
67.53㎡,钢混结构,板楼,嘉骏花苑,精装,无,高楼层 (共6层),12,南,,宝山,高境,,430,3室2厅1厨2卫,63676
86.87㎡,钢混结构,板楼,四季绿城,精装,无,高楼层 (共6层),21,南,,宝山,高境,,488,3室2厅1厨2卫,56176
142㎡,钢混结构,板楼,美岸栖庭(公寓),精装,有,低楼层 (共11层),26,南,,宝山,高境,,630,2室2厅1厨1卫,44367
74.86㎡,钢混结构,塔楼,绿地海域笙晖(公寓),毛坯,有,中楼层 (共15层),43,南,,宝山,杨行,,300,2室1厅1厨1卫,40075
70.22㎡,钢混结构,板楼,丰水宝邸(东苑),精装,无,高楼层 (共6层),83,南,,宝山,顾村,,292,4室2厅1厨2卫,41584
94.26㎡,钢混结构,板楼,中环一号(一期),简装,有,中楼层 (共14层),77,南,,宝山,大华,,518,2室2厅1厨1卫,54955
90.68㎡,钢混结构,板楼,盛达家园,其他,有,低楼层 (共14层),0,南 北,,宝山,张庙,,460,2室2厅1厨1卫,50728
71.91㎡,钢混结构,板楼,金地艺境(宝山),精装,有,高楼层 (共33层),47,南 北,,宝山,上大,,275,2室2厅1厨1卫,38243
48.66㎡,砖混结构,板楼,宝钢七村,简装,无,中楼层 (共4层),15,南 北,,宝山,淞宝,,195,2室0厅1厨1卫,40074
156.31㎡,钢混结构,板楼,恺源景江苑,精装,有,低楼层 (共11层),12,南 北,,宝山,淞宝,,720,3室2厅1厨2卫,46063
117.85㎡,钢混结构,板楼,中环一号(一期),精装,有,中楼层 (共14层),33,东南 南,,宝山,大华,,598,3室2厅1厨1卫,50743
79.75㎡,钢混结构,板楼,中怡家园,毛坯,有,中楼层 (共24层),30,南,,宝山,顾村,,285,2室1厅1厨1卫,35737
61.17㎡,钢混结构,板楼,海尚明城,精装,有,低楼层 (共11层),50,南,,宝山,杨行,,215,1室1厅1厨1卫,35148
95.72㎡,钢混结构,板楼,美岸栖庭(公寓),简装,有,中楼层 (共18层),19,南,,宝山,高境,,580,2室2厅1厨1卫,60594
120.33㎡,钢混结构,板楼,金辉兰湖美域,精装,无,高楼层 (共6层),1,南 北,,宝山,罗店,,660,5室3厅1厨3卫,54850
81.01㎡,钢混结构,板楼,象屿郦庭,精装,有,低楼层 (共13层),131,南,,宝山,高境,,430,2室2厅1厨1卫,53080
80.01㎡,钢混结构,板楼,九英里,简装,有,低楼层 (共11层),46,南,,宝山,共康,,430,2室2厅1厨1卫,53744
47.45㎡,砖混结构,板楼,通河二村,其他,无,高楼层 (共6层),1,南,,宝山,通河,,192,1室1厅1厨1卫,40464
125.36㎡,钢混结构,板楼,慧华东苑,其他,无,中楼层 (共6层),4,南,,宝山,上大,,505,3室2厅1厨2卫,40284
94.55㎡,钢混结构,板楼,上海保利悦庭,精装,有,中楼层 (共9层),9,南 北,,宝山,淞南,,620,3室2厅1厨1卫,65574
54.27㎡,未知结构,暂无数据,好日子大家园D区,精装,暂无数据,高楼层 (共6层),11,南,,宝山,顾村,,230,1室1厅1厨1卫,42381
55.28㎡,砖混结构,板楼,呼玛二村,毛坯,无,中楼层 (共6层),5,南,,宝山,张庙,,243,2室1厅1厨1卫,43959
64.03㎡,砖混结构,板楼,共康八村,简装,无,低楼层 (共6层),12,南,,宝山,共康,,270,2室1厅1厨1卫,42168
56.26㎡,砖混结构,板楼,淞南四村,简装,无,高楼层 (共6层),22,南,,宝山,淞南,,230,2室1厅1厨1卫,40882
70.27㎡,砖混结构,板楼,通河六村,简装,无,高楼层 (共6层),75,南,,宝山,通河,,305,2室1厅1厨1卫,43405
122㎡,钢混结构,板楼,丰水宝邸(西苑),简装,有,中楼层 (共11层),33,南,,宝山,顾村,,410,3室2厅1厨2卫,33607
137.02㎡,钢混结构,板楼,骏景雅苑,毛坯,有,中楼层 (共16层),30,南,,宝山,淞南,,710,3室2厅1厨2卫,51818
90.08㎡,钢混结构,板楼,保利叶语(一期)(公寓),毛坯,有,中楼层 (共16层),21,南,,宝山,顾村,,480,2室2厅1厨1卫,53286
90.57㎡,钢混结构,板楼,泰禾红御,简装,有,中楼层 (共20层),25,南 北,,宝山,高境,,670,3室2厅1厨1卫,73976
92.37㎡,钢混结构,板楼,梧桐城邦(二期),简装,有,中楼层 (共14层),57,南,,宝山,大华,,539,2室2厅1厨1卫,58353
78.23㎡,钢混结构,板楼,圣卡洛铂庭,精装,有,中楼层 (共12层),56,南,,宝山,顾村,,270,2室1厅1厨1卫,34514
105.7㎡,钢混结构,板楼,美好家小区,精装,无,中楼层 (共6层),29,南,,宝山,大场镇,,540,3室2厅1厨2卫,51088
112.48㎡,钢混结构,板楼,九英里,精装,有,低楼层 (共12层),62,南 北,,宝山,共康,,505,2室2厅1厨1卫,44897
111.24㎡,钢混结构,板楼,上置香岛原墅(公寓),精装,有,中楼层 (共9层),19,南,,宝山,罗店,,340,2室2厅1厨1卫,30565
64.88㎡,钢混结构,板楼,星福家园,精装,无,中楼层 (共6层),87,南 北,,宝山,上大,,275,1室2厅1厨1卫,42386
130㎡,钢混结构,板楼,泰禾红御,精装,有,中楼层 (共18层),87,南 北,,宝山,高境,,850,4室2厅1厨2卫,65385
62.13㎡,钢混结构,板楼,海尚明城,精装,有,高楼层 (共18层),8,南,,宝山,杨行,,230,1室1厅1厨1卫,37020
62.52㎡,砖混结构,板楼,吉浦路615弄,简装,无,高楼层 (共6层),31,南,,宝山,高境,,280,2室1厅1厨1卫,44786
77.68㎡,砖混结构,板楼,民悦苑,其他,无,高楼层 (共6层),3,南,,宝山,张庙,,400,2室2厅1厨1卫,51494
83.78㎡,砖混结构,板楼,共富一村,简装,无,低楼层 (共6层),13,南 北,,宝山,共富,,309,2室1厅1厨1卫,36883
90.3㎡,砖混结构,板楼,共富四村,简装,无,中楼层 (共6层),9,南 北,,宝山,共富,,378,2室2厅1厨2卫,41861
