Area,CompName,Decoration,Elevator,Floor,Focus,Orientation,Pubdate,Region1,Region2,Remarks,TotlePrice,Type,UnitPrice
,,,,,,,,,,,,,
130㎡,泰禾红御,精装,有,中楼层 (共18层),87,南 北,,宝山,高境,,850,4室2厅1厨2卫,65385
,,,,,,,,,,,,,
95.15㎡,鎏园,精装,有,中楼层 (共11层),8,南 北,,宝山,淞南,,530,2室2厅1厨1卫,55702
,,,,,,,,,,,,,
99.15㎡,新顾村大家园C区,精装,无,低楼层 (共6层),0,南,,宝山,顾村,,365,3室1厅1厨1卫,36813
,,,,,,,,,,,,,
46.74㎡,泗塘七村,毛坯,无,高楼层 (共6层),1,南,,宝山,张庙,,175,1室1厅1厨1卫,37442
,,,,,,,,,,,,,
94.76㎡,万业紫辰苑,精装,有,中楼层 (共12层),7,南 北,,宝山,杨行,,375,2室2厅1厨2卫,39574
,,,,,,,,,,,,,
55.9㎡,淞南二村,精装,无,高楼层 (共6层),17,南,,宝山,淞南,,248,2室1厅1厨1卫,44365
,,,,,,,,,,,,,
140.95㎡,荣域飘鹰锦和花园(公寓),毛坯,有,高楼层 (共18层),73,南,,宝山,杨行,,580,3室2厅1厨2卫,41150
,,,,,,,,,,,,,
118.31㎡,香逸湾,精装,有,低楼层 (共17层),33,南,,宝山,杨行,,530,3室2厅1厨2卫,44798
,,,,,,,,,,,,,
96.62㎡,水岸蓝桥(公寓),毛坯,有,高楼层 (共11层),17,南 北,,宝山,大华,,650,2室2厅1厨1卫,67274
,,,,,,,,,,,,,
58.5㎡,乾溪新村,毛坯,无,中楼层 (共6层),42,南,,宝山,大场镇,,248,2室1厅1厨1卫,42394
,,,,,,,,,,,,,
124㎡,招商海德名门,简装,有,中楼层 (共16层),32,南 北,,宝山,杨行,,440,3室2厅1厨2卫,35484
,,,,,,,,,,,,,
92.37㎡,梧桐城邦(二期),简装,有,中楼层 (共14层),57,南,,宝山,大华,,539,2室2厅1厨1卫,58353
,,,,,,,,,,,,,
90.57㎡,泰禾红御,简装,有,中楼层 (共20层),25,南 北,,宝山,高境,,670,3室2厅1厨1卫,73976
,,,,,,,,,,,,,
90.08㎡,保利叶语(一期)(公寓),毛坯,有,中楼层 (共16层),21,南,,宝山,顾村,,480,2室2厅1厨1卫,53286
,,,,,,,,,,,,,
112.48㎡,九英里,精装,有,低楼层 (共12层),61,南 北,,宝山,共康,,505,2室2厅1厨1卫,44897
,,,,,,,,,,,,,
78.23㎡,圣卡洛铂庭,精装,有,中楼层 (共12层),56,南,,宝山,顾村,,270,2室1厅1厨1卫,34514
,,,,,,,,,,,,,
105.7㎡,美好家小区,精装,无,中楼层 (共6层),29,南,,宝山,大场镇,,540,3室2厅1厨2卫,51088
,,,,,,,,,,,,,
111.24㎡,上置香岛原墅(公寓),精装,有,中楼层 (共9层),19,南,,宝山,罗店,,340,2室2厅1厨1卫,30565
,,,,,,,,,,,,,
64.88㎡,星福家园,精装,无,中楼层 (共6层),86,南 北,,宝山,上大,,275,1室2厅1厨1卫,42386
,,,,,,,,,,,,,
62.52㎡,吉浦路615弄,简装,无,高楼层 (共6层),31,南,,宝山,高境,,280,2室1厅1厨1卫,44786
,,,,,,,,,,,,,
62.13㎡,海尚明城,精装,有,高楼层 (共18层),8,南,,宝山,杨行,,230,1室1厅1厨1卫,37020
,,,,,,,,,,,,,
77.68㎡,民悦苑,其他,无,高楼层 (共6层),3,南,,宝山,张庙,,400,2室2厅1厨1卫,51494
,,,,,,,,,,,,,
83.78㎡,共富一村,简装,无,低楼层 (共6层),13,南 北,,宝山,共富,,309,2室1厅1厨1卫,36883
,,,,,,,,,,,,,
42.27㎡,海滨七村,简装,无,高楼层 (共6层),5,南,,宝山,淞宝,,149,1室1厅1厨1卫,35250
,,,,,,,,,,,,,
90.3㎡,共富四村,简装,无,中楼层 (共6层),9,南 北,,宝山,共富,,378,2室2厅1厨2卫,41861
,,,,,,,,,,,,,
130.78㎡,聚丰景都,精装,有,低楼层 (共14层),89,南 北,,宝山,上大,,550,3室2厅1厨2卫,42056
,,,,,,,,,,,,,
97.67㎡,久华佳苑,简装,有,中楼层 (共14层),1,南 北,,宝山,大华,,670,2室2厅1厨1卫,68599
,,,,,,,,,,,,,
86.65㎡,淞南七村,精装,无,高楼层 (共6层),112,南,,宝山,淞南,,295,3室1厅1厨1卫,34046
,,,,,,,,,,,,,
45.59㎡,杨泰二村,简装,无,中楼层 (共6层),37,南,,宝山,杨行,,190,1室1厅1厨1卫,41676
,,,,,,,,,,,,,
54㎡,盛达家园,精装,无,高楼层 (共6层),11,南,,宝山,张庙,,220,1室1厅1厨1卫,40741
,,,,,,,,,,,,,
55.41㎡,呼玛一村,简装,无,高楼层 (共6层),20,南 北,,宝山,张庙,,225,2室1厅1厨1卫,40607
,,,,,,,,,,,,,
58.19㎡,永清新村,简装,无,高楼层 (共6层),9,南 北,,宝山,淞宝,,210,2室1厅1厨1卫,36089
,,,,,,,,,,,,,
79.6㎡,宝山一村,简装,无,低楼层 (共6层),39,南,,宝山,淞宝,,345,2室2厅1厨1卫,43342
,,,,,,,,,,,,,
41.78㎡,通河六村,简装,无,高楼层 (共6层),24,南,,宝山,通河,,173,1室1厅1厨1卫,41408
,,,,,,,,,,,,,
73.22㎡,馨佳园(潘广路1765弄),毛坯,有,中楼层 (共12层),2,南 北,,宝山,顾村,,265,2室2厅1厨1卫,36193
,,,,,,,,,,,,,
107.33㎡,天馨花园(公寓),精装,有,高楼层 (共14层),6,南,,宝山,杨行,,400,2室2厅1厨2卫,37269
,,,,,,,,,,,,,
116.98㎡,新顾村大家园B区,简装,无,低楼层 (共6层),10,南,,宝山,顾村,,420,3室2厅1厨2卫,35904
,,,,,,,,,,,,,
151.25㎡,康桥水都(公寓),毛坯,无,高楼层 (共6层),92,南,,宝山,杨行,,445,3室2厅1厨2卫,29422
,,,,,,,,,,,,,
48.35㎡,海滨三村,精装,无,高楼层 (共5层),88,南,,宝山,淞宝,,180,2室0厅1厨1卫,37229
,,,,,,,,,,,,,
110㎡,经纬阳光水岸家园(一期),精装,有,低楼层 (共11层),45,南 北,,宝山,上大,,465,2室2厅1厨2卫,42273
,,,,,,,,,,,,,
87.22㎡,美兰湖中华园,精装,有,高楼层 (共6层),2,南,,宝山,罗店,,430,3室2厅1厨2卫,49301
,,,,,,,,,,,,,
99.25㎡,经纬学府涵青花园(二期),精装,有,中楼层 (共14层),73,南,,宝山,上大,,450,2室2厅1厨1卫,45341
,,,,,,,,,,,,,
66.25㎡,淞南老五村,精装,无,高楼层 (共6层),23,南,,宝山,淞南,,280,2室1厅1厨1卫,42265
,,,,,,,,,,,,,
64.16㎡,西朱新村,精装,暂无数据,低楼层 (共12层),23,南,,宝山,淞宝,,235,2室1厅1厨1卫,36628
,,,,,,,,,,,,,
34.44㎡,宝钢十一村,简装,无,低楼层 (共6层),6,南 北,,宝山,淞宝,,150,1室1厅1厨1卫,43555
,,,,,,,,,,,,,
57.9㎡,盛桥二村,精装,无,中楼层 (共5层),12,南,,宝山,月浦,,128,2室1厅1厨1卫,22108
,,,,,,,,,,,,,
50.57㎡,泗塘二村,简装,无,高楼层 (共5层),5,南,,宝山,张庙,,195,2室1厅1厨1卫,38561
,,,,,,,,,,,,,
58.81㎡,宝城三村,简装,无,中楼层 (共6层),3,南,,宝山,淞宝,,250,1室1厅1厨1卫,42510
,,,,,,,,,,,,,
70.55㎡,影园路345弄,精装,暂无数据,高楼层 (共6层),8,南,,宝山,杨行,,241,2室1厅1厨1卫,34161
,,,,,,,,,,,,,
100㎡,菊泉新村,精装,无,低楼层 (共6层),6,南,,宝山,顾村,,330,3室1厅1厨1卫,33000
,,,,,,,,,,,,,
82㎡,绿地海域笙晖(公寓),精装,有,高楼层 (共16层),28,南,,宝山,杨行,,380,2室2厅1厨1卫,46342
,,,,,,,,,,,,,
78.63㎡,馨佳园(韶山路245弄),精装,有,高楼层 (共6层),24,南,,宝山,顾村,,335,2室1厅1厨1卫,42605
,,,,,,,,,,,,,
56.45㎡,永清二村,简装,无,高楼层 (共6层),2,南 北,,宝山,淞宝,,210,2室1厅1厨1卫,37202
,,,,,,,,,,,,,
50.15㎡,乾溪新村,简装,无,中楼层 (共5层),28,南,,宝山,大场镇,,202,1室1厅1厨1卫,40280
,,,,,,,,,,,,,
93.04㎡,乾溪新村,其他,无,低楼层 (共6层),3,南,,宝山,大场镇,,400,2室2厅1厨1卫,42993
,,,,,,,,,,,,,
127.77㎡,惠阳苑,毛坯,无,高楼层 (共6层),10,南,,宝山,月浦,,300,3室2厅1厨1卫,23480
,,,,,,,,,,,,,
94.97㎡,成事高邸,精装,无,低楼层 (共6层),8,南,,宝山,上大,,465,2室2厅1厨1卫,48963
,,,,,,,,,,,,,
82.47㎡,旭辉依云湾,精装,有,中楼层 (共14层),6,南,,宝山,顾村,,370,2室2厅1厨1卫,44865
,,,,,,,,,,,,,
100.79㎡,圣卡洛铂庭,精装,有,中楼层 (共14层),16,南,,宝山,顾村,,360,2室1厅1厨1卫,35718
,,,,,,,,,,,,,
51.38㎡,临江三村,简装,无,高楼层 (共6层),18,南,,宝山,淞宝,,200,2室1厅1厨1卫,38926
,,,,,,,,,,,,,
51.83㎡,月浦九村,简装,无,高楼层 (共6层),41,南,,宝山,月浦,,145,2室1厅1厨1卫,27977
,,,,,,,,,,,,,
156.61㎡,万科琥珀臻园,精装,无,中楼层 (共5层),5,南,,宝山,罗店,,550,3室2厅1厨2卫,35120
,,,,,,,,,,,,,
90.41㎡,罗南二村,简装,无,中楼层 (共6层),33,南,,宝山,罗店,,249,3室2厅1厨1卫,27542
,,,,,,,,,,,,,
57.39㎡,四元路20弄,简装,无,高楼层 (共6层),44,南,,宝山,月浦,,165,2室1厅1厨1卫,28751
,,,,,,,,,,,,,
34.07㎡,海滨新村,简装,无,低楼层 (共4层),108,北,,宝山,淞宝,,96,1室1厅1厨1卫,28178
,,,,,,,,,,,,,
119.97㎡,罗南二村,精装,无,高楼层 (共5层),25,南 北,,宝山,罗店,,330,3室2厅1厨2卫,27507
,,,,,,,,,,,,,
57.68㎡,海滨五村,简装,无,高楼层 (共6层),5,南,,宝山,淞宝,,228,2室1厅1厨1卫,39529
,,,,,,,,,,,,,
96.89㎡,新月福邸,简装,无,低楼层 (共6层),2,南 北,,宝山,月浦,,350,2室2厅1厨1卫,36124
,,,,,,,,,,,,,
97.16㎡,富浩河滨花园,简装,无,中楼层 (共6层),2,南,,宝山,月浦,,330,2室2厅1厨1卫,33965
,,,,,,,,,,,,,
47.48㎡,共和小区,精装,无,高楼层 (共6层),10,南,,宝山,张庙,,218,2室1厅1厨1卫,45915
,,,,,,,,,,,,,
105.66㎡,远洋7号,精装,有,中楼层 (共12层),22,南,,宝山,罗店,,415,3室2厅1厨1卫,39277
,,,,,,,,,,,,,
104.12㎡,远洋7号,精装,有,低楼层 (共11层),5,南,,宝山,罗店,,400,3室2厅1厨1卫,38418
,,,,,,,,,,,,,
70.81㎡,菊泉新城(陆翔路358弄),简装,无,低楼层 (共6层),40,南 北,,宝山,顾村,,270,2室2厅1厨1卫,38131
,,,,,,,,,,,,,
76.18㎡,好日子大家园A区,简装,暂无数据,中楼层 (共6层),11,南,,宝山,顾村,,320,2室1厅1厨1卫,42006
,,,,,,,,,,,,,
100.67㎡,中环一号(一期),精装,有,中楼层 (共14层),17,南,,宝山,大华,,530,3室1厅1厨1卫,52648
,,,,,,,,,,,,,
83㎡,中环国际公寓(二期),精装,有,低楼层 (共17层),56,南,,宝山,共康,,455,2室2厅1厨1卫,54820
,,,,,,,,,,,,,
62.51㎡,美罗家园宝欣苑五村,简装,暂无数据,中楼层 (共18层),1,南,,宝山,罗店,,195,2室1厅1厨1卫,31196
,,,,,,,,,,,,,
131㎡,大宁北玉兰公馆,精装,暂无数据,高楼层 (共15层),5,南 北,,宝山,共富,,720,4室2厅1厨2卫,54962
,,,,,,,,,,,,,
106.44㎡,嘉骏香山苑,精装,有,高楼层 (共6层),29,南,,宝山,淞南,,520,3室2厅1厨1卫,48854
,,,,,,,,,,,,,
59.56㎡,月浦五村,简装,无,高楼层 (共6层),10,南,,宝山,月浦,,186,2室1厅1厨1卫,31230
,,,,,,,,,,,,,
94.71㎡,三花现代城(三期金兰苑),精装,有,高楼层 (共24层),14,南 北,,宝山,高境,,636,2室2厅1厨1卫,67153
,,,,,,,,,,,,,
123.29㎡,殷馨花苑,精装,暂无数据,中楼层 (共14层),29,南 北,,宝山,高境,,690,3室2厅1厨2卫,55966
,,,,,,,,,,,,,
98.05㎡,三花现代城(一期丹桂苑),简装,有,低楼层 (共18层),34,南,,宝山,高境,,520,2室2厅1厨1卫,53035
,,,,,,,,,,,,,
42.53㎡,久千公寓,简装,无,中楼层 (共7层),18,南,,宝山,高境,,185,1室1厅1厨1卫,43499
,,,,,,,,,,,,,
98.76㎡,九英里,简装,有,中楼层 (共12层),20,南 北,,宝山,共康,,520,2室2厅1厨1卫,52653
,,,,,,,,,,,,,
89.15㎡,宝宸怡景园,精装,有,中楼层 (共14层),39,南,,宝山,共康,,575,3室2厅1厨1卫,64499
,,,,,,,,,,,,,
142.86㎡,美兰湖岭域,精装,有,低楼层 (共6层),851,南,,宝山,罗店,,390,3室2厅1厨1卫,27300
,,,,,,,,,,,,,
92.76㎡,康泰新城,精装,无,低楼层 (共6层),65,南,,宝山,大华,,438,2室2厅1厨1卫,47219
,,,,,,,,,,,,,
105.86㎡,宝宸怡秀园,精装,暂无数据,中楼层 (共18层),17,南 北,,宝山,淞宝,,520,2室2厅1厨1卫,49122
,,,,,,,,,,,,,
82.69㎡,春江美庐(公寓),精装,有,高楼层 (共18层),16,南 北,,宝山,杨行,,330,2室1厅1厨1卫,39909
,,,,,,,,,,,,,
162.66㎡,信达郡庭,精装,有,中楼层 (共8层),2,南,,宝山,罗店,,658,4室2厅1厨3卫,40453
,,,,,,,,,,,,,
144.42㎡,滨江雅苑,精装,无,高楼层 (共6层),22,南 北,,宝山,大华,,660,4室2厅1厨2卫,45701
,,,,,,,,,,,,,
51.78㎡,泗塘八村,其他,无,高楼层 (共6层),6,南,,宝山,张庙,,190,1室1厅1厨1卫,36694
,,,,,,,,,,,,,
137.73㎡,富都园,精装,无,高楼层 (共6层),6,南,,宝山,共富,,499,4室2厅1厨2卫,36231
,,,,,,,,,,,,,
131.29㎡,馨康苑,精装,有,低楼层 (共15层),1,南,,宝山,共康,,870,4室2厅1厨2卫,66266
,,,,,,,,,,,,,
62.62㎡,长江西路1160弄,简装,无,高楼层 (共6层),15,南,,宝山,张庙,,255,2室1厅1厨1卫,40722
,,,,,,,,,,,,,
102.02㎡,春江美庐(公寓),精装,有,中楼层 (共18层),4,南 北,,宝山,杨行,,490,3室2厅1厨2卫,48030
,,,,,,,,,,,,,
77.69㎡,梧桐城邦三期,简装,有,中楼层 (共7层),162,南,,宝山,大华,,390,1室2厅1厨1卫,50200
,,,,,,,,,,,,,
51.37㎡,共富一村,精装,无,中楼层 (共6层),19,南,,宝山,共富,,205,1室1厅1厨1卫,39907
,,,,,,,,,,,,,
93.66㎡,共富一村,简装,无,高楼层 (共6层),18,南,,宝山,共富,,335,2室2厅1厨1卫,35768
,,,,,,,,,,,,,
142.29㎡,共富花园,简装,有,高楼层 (共13层),27,南,,宝山,共富,,480,3室2厅1厨2卫,33734
,,,,,,,,,,,,,
111.86㎡,三门路485弄,简装,有,中楼层 (共7层),32,南,,宝山,高境,,580,3室2厅1厨2卫,51851
,,,,,,,,,,,,,
93.82㎡,东方丽都,精装,无,中楼层 (共6层),68,南 北,,宝山,杨行,,385,2室2厅1厨1卫,41037
,,,,,,,,,,,,,
63.5㎡,祁连一村,精装,无,高楼层 (共6层),71,南,,宝山,上大,,235,2室1厅1厨1卫,37008
,,,,,,,,,,,,,
91.3㎡,四季绿城,精装,有,低楼层 (共14层),18,南,,宝山,高境,,450,2室2厅1厨1卫,49289
,,,,,,,,,,,,,
70.98㎡,菊泉新村,简装,无,中楼层 (共6层),161,南,,宝山,顾村,,228,2室1厅1厨1卫,32122
,,,,,,,,,,,,,
114.93㎡,馨佳园(韶山路245弄),精装,有,高楼层 (共14层),0,南 北,,宝山,顾村,,485,3室2厅1厨2卫,42200
,,,,,,,,,,,,,
119.32㎡,朗诗绿岛(公寓),精装,有,中楼层 (共7层),49,东,,宝山,罗店,,530,3室2厅1厨2卫,44419
,,,,,,,,,,,,,
98.93㎡,柏丽华庭,精装,有,低楼层 (共18层),6,南,,宝山,杨行,,420,2室2厅1厨2卫,42455
,,,,,,,,,,,,,
91.71㎡,锦秋花园(公寓),精装,无,低楼层 (共6层),9,南,,宝山,上大,,445,2室2厅1厨1卫,48523
,,,,,,,,,,,,,
89.43㎡,世华佳苑,精装,无,低楼层 (共6层),11,南,,宝山,杨行,,399,2室2厅1厨1卫,44616
,,,,,,,,,,,,,
44.07㎡,杨泰三村,简装,无,低楼层 (共6层),5,南,,宝山,杨行,,170,1室1厅1厨1卫,38575
,,,,,,,,,,,,,
94㎡,远洋香奈,精装,有,低楼层 (共18层),10,南 北,,宝山,杨行,,405,2室2厅1厨1卫,43086
,,,,,,,,,,,,,
89.67㎡,美兰湖岭域,精装,有,中楼层 (共6层),17,南,,宝山,罗店,,358,3室2厅1厨1卫,39925
,,,,,,,,,,,,,
54.36㎡,乾溪新村,毛坯,无,低楼层 (共6层),54,南,,宝山,大场镇,,225,2室0厅1厨1卫,41391
,,,,,,,,,,,,,
116.42㎡,大黄馨园,简装,无,高楼层 (共6层),9,南,,宝山,杨行,,400,3室2厅1厨2卫,34359
,,,,,,,,,,,,,
99.22㎡,万科琥珀郡园,精装,有,低楼层 (共8层),41,南,,宝山,罗店,,380,3室2厅1厨1卫,38299
,,,,,,,,,,,,,
112.3㎡,鎏园,精装,有,低楼层 (共11层),64,南,,宝山,淞南,,558,2室2厅1厨2卫,49689
,,,,,,,,,,,,,
57㎡,菊泉新城(陆翔路358弄),简装,无,高楼层 (共6层),109,南 北,,宝山,顾村,,210,1室1厅1厨1卫,36843
,,,,,,,,,,,,,
82.31㎡,梧桐城邦(二期),毛坯,有,低楼层 (共12层),30,南 北,,宝山,大华,,448,3室1厅1厨1卫,54429
,,,,,,,,,,,,,
92.31㎡,四季绿城,毛坯,无,高楼层 (共6层),13,南,,宝山,高境,,480,2室2厅1厨1卫,51999
,,,,,,,,,,,,,
67.81㎡,东方丽都,精装,有,低楼层 (共11层),9,南,,宝山,杨行,,290,1室1厅1厨1卫,42767
,,,,,,,,,,,,,
35.39㎡,泰和新城(泰和西路3381弄),简装,无,低楼层 (共6层),17,南,,宝山,顾村,,154,1室1厅1厨1卫,43516
,,,,,,,,,,,,,
89.89㎡,三花现代城(三期金兰苑),精装,有,低楼层 (共24层),68,南,,宝山,高境,,565,2室2厅1厨1卫,62855
,,,,,,,,,,,,,
81.45㎡,菊泉新城(菊盛路50弄),毛坯,有,高楼层 (共14层),69,东,,宝山,顾村,,310,2室2厅1厨1卫,38061
,,,,,,,,,,,,,
103㎡,中环一号(五期),精装,有,高楼层 (共8层),84,南 北,,宝山,大华,,765,4室3厅1厨2卫,74272
,,,,,,,,,,,,,
96.03㎡,四季绿城,精装,有,高楼层 (共11层),193,南,,宝山,高境,,499,2室2厅1厨1卫,51963
,,,,,,,,,,,,,
142㎡,美岸栖庭(公寓),精装,有,低楼层 (共11层),25,南,,宝山,高境,,630,2室2厅1厨1卫,44367
,,,,,,,,,,,,,
67.53㎡,嘉骏花苑,精装,无,高楼层 (共6层),11,南,,宝山,高境,,430,3室2厅1厨2卫,63676
,,,,,,,,,,,,,
74.86㎡,绿地海域笙晖(公寓),毛坯,有,中楼层 (共15层),43,南,,宝山,杨行,,300,2室1厅1厨1卫,40075
,,,,,,,,,,,,,
40.87㎡,乾溪新村,精装,无,中楼层 (共6层),36,南,,宝山,大场镇,,185,2室1厅1厨1卫,45266
,,,,,,,,,,,,,
94.26㎡,中环一号(一期),简装,有,中楼层 (共14层),76,南,,宝山,大华,,518,2室2厅1厨1卫,54955
,,,,,,,,,,,,,
100.59㎡,万临家园,简装,有,中楼层 (共9层),46,南 北,,宝山,淞南,,529,2室2厅1厨1卫,52590
,,,,,,,,,,,,,
70.22㎡,丰水宝邸(东苑),精装,无,高楼层 (共6层),83,南,,宝山,顾村,,292,4室2厅1厨2卫,41584
,,,,,,,,,,,,,
90.68㎡,盛达家园,其他,有,低楼层 (共14层),0,南 北,,宝山,张庙,,460,2室2厅1厨1卫,50728
,,,,,,,,,,,,,
71.91㎡,金地艺境(宝山),精装,有,高楼层 (共33层),46,南 北,,宝山,上大,,275,2室2厅1厨1卫,38243
,,,,,,,,,,,,,
61.17㎡,海尚明城,精装,有,低楼层 (共11层),50,南,,宝山,杨行,,215,1室1厅1厨1卫,35148
,,,,,,,,,,,,,
48.66㎡,宝钢七村,简装,无,中楼层 (共4层),15,南 北,,宝山,淞宝,,195,2室0厅1厨1卫,40074
,,,,,,,,,,,,,
156.31㎡,恺源景江苑,精装,有,低楼层 (共11层),12,南 北,,宝山,淞宝,,720,3室2厅1厨2卫,46063
,,,,,,,,,,,,,
95.72㎡,美岸栖庭(公寓),简装,有,中楼层 (共18层),18,南,,宝山,高境,,580,2室2厅1厨1卫,60594
,,,,,,,,,,,,,
108.58㎡,中环一号(五期),精装,有,高楼层 (共18层),86,南,,宝山,大华,,605,3室2厅1厨1卫,55720
,,,,,,,,,,,,,
79.75㎡,中怡家园,毛坯,有,中楼层 (共24层),30,南,,宝山,顾村,,285,2室1厅1厨1卫,35737
,,,,,,,,,,,,,
120.33㎡,金辉兰湖美域,精装,无,高楼层 (共6层),1,南 北,,宝山,罗店,,660,5室3厅1厨3卫,54850
,,,,,,,,,,,,,
81.01㎡,象屿郦庭,精装,有,低楼层 (共13层),131,南,,宝山,高境,,430,2室2厅1厨1卫,53080
,,,,,,,,,,,,,
80.01㎡,九英里,简装,有,低楼层 (共11层),43,南,,宝山,共康,,430,2室2厅1厨1卫,53744
,,,,,,,,,,,,,
47.45㎡,通河二村,其他,无,高楼层 (共6层),1,南,,宝山,通河,,192,1室1厅1厨1卫,40464
,,,,,,,,,,,,,
118.01㎡,好日子大家园D区,精装,暂无数据,低楼层 (共6层),3,南,,宝山,顾村,,390,3室2厅1厨2卫,33049
,,,,,,,,,,,,,
125.36㎡,慧华东苑,其他,无,中楼层 (共6层),3,南,,宝山,上大,,505,3室2厅1厨2卫,40284
,,,,,,,,,,,,,
127.5㎡,保利叶语(二期)(公寓),精装,有,高楼层 (共21层),10,南,,宝山,顾村,,630,4室2厅1厨2卫,49412
,,,,,,,,,,,,,
94.55㎡,上海保利悦庭,精装,有,中楼层 (共9层),9,南 北,,宝山,淞南,,620,3室2厅1厨1卫,65574
,,,,,,,,,,,,,
54.27㎡,好日子大家园D区,精装,暂无数据,高楼层 (共6层),11,南,,宝山,顾村,,230,1室1厅1厨1卫,42381
,,,,,,,,,,,,,
55.28㎡,呼玛二村,毛坯,无,中楼层 (共6层),4,南,,宝山,张庙,,243,2室1厅1厨1卫,43959
,,,,,,,,,,,,,
64.03㎡,共康八村,简装,无,低楼层 (共6层),12,南,,宝山,共康,,270,2室1厅1厨1卫,42168
,,,,,,,,,,,,,
56.26㎡,淞南四村,简装,无,高楼层 (共6层),22,南,,宝山,淞南,,230,2室1厅1厨1卫,40882
,,,,,,,,,,,,,
70.27㎡,通河六村,简装,无,高楼层 (共6层),75,南,,宝山,通河,,305,2室1厅1厨1卫,43405
,,,,,,,,,,,,,
137.02㎡,骏景雅苑,毛坯,有,中楼层 (共16层),30,南,,宝山,淞南,,710,3室2厅1厨2卫,51818
,,,,,,,,,,,,,
122㎡,丰水宝邸(西苑),简装,有,中楼层 (共11层),33,南,,宝山,顾村,,410,3室2厅1厨2卫,33607
,,,,,,,,,,,,,
61.5㎡,共康五村,简装,无,高楼层 (共6层),81,南,,宝山,共康,,249,2室1厅1厨1卫,40488
,,,,,,,,,,,,,
72.61㎡,泗塘八村,简装,无,中楼层 (共6层),8,南,,宝山,张庙,,310,2室2厅1厨1卫,42694
,,,,,,,,,,,,,
136㎡,康泰新城,精装,有,低楼层 (共11层),45,南 北,,宝山,大华,,570,3室2厅1厨2卫,41912
,,,,,,,,,,,,,
96.61㎡,馨佳园(菊盛路851弄),精装,有,低楼层 (共14层),2,南 北,,宝山,顾村,,380,3室2厅1厨1卫,39334
,,,,,,,,,,,,,
92.71㎡,三花现代城(三期金兰苑),精装,有,高楼层 (共18层),11,南 北,,宝山,高境,,630,2室2厅1厨1卫,67954
,,,,,,,,,,,,,
90.64㎡,荣域飘鹰锦和花园(公寓),精装,有,高楼层 (共14层),11,南,,宝山,杨行,,370,2室2厅1厨1卫,40821
,,,,,,,,,,,,,
111.7㎡,宝山八村,简装,无,高楼层 (共6层),4,南,,宝山,淞宝,,505,3室2厅1厨1卫,45211
,,,,,,,,,,,,,
70.13㎡,万业紫辰苑,简装,有,低楼层 (共32层),12,南,,宝山,杨行,,300,2室2厅1厨1卫,42778
,,,,,,,,,,,,,
112.02㎡,新顾村大家园C区,精装,无,高楼层 (共6层),16,南 北,,宝山,顾村,,410,3室2厅1厨2卫,36601
,,,,,,,,,,,,,
60.85㎡,通河六村,简装,无,高楼层 (共6层),49,南,,宝山,通河,,229,2室1厅1厨1卫,37634
,,,,,,,,,,,,,
101.94㎡,菊泉新城(陆翔路698弄),精装,有,低楼层 (共8层),19,西,,宝山,顾村,,355,3室1厅1厨1卫,34825
,,,,,,,,,,,,,
54.42㎡,新梅淞南苑,毛坯,有,中楼层 (共14层),61,南,,宝山,淞南,,315,1室1厅1厨1卫,57884
,,,,,,,,,,,,,
175.37㎡,枫庭丽苑,精装,有,高楼层 (共11层),16,南,,宝山,大华,,998,4室2厅1厨2卫,56909
,,,,,,,,,,,,,
93.91㎡,共富花园,简装,有,高楼层 (共13层),194,南,,宝山,共富,,350,2室2厅1厨1卫,37270
,,,,,,,,,,,,,
99.84㎡,逸仙华庭,简装,有,低楼层 (共12层),13,南 北,,宝山,高境,,605,2室2厅1厨1卫,60597
,,,,,,,,,,,,,
71.63㎡,泰和新城(泰和西路3463弄),简装,无,低楼层 (共6层),88,南 北,,宝山,顾村,,220,2室1厅1厨1卫,30714
,,,,,,,,,,,,,
88.45㎡,保利叶上海(二期),精装,有,高楼层 (共30层),49,南,,宝山,顾村,,430,3室2厅1厨2卫,48616
,,,,,,,,,,,,,
41.01㎡,呼玛三村,精装,无,高楼层 (共6层),56,南,,宝山,张庙,,190,1室1厅1厨1卫,46331
,,,,,,,,,,,,,
57.32㎡,通河七村,简装,无,中楼层 (共6层),15,暂无数据,,宝山,通河,,234,2室1厅1厨1卫,40824
,,,,,,,,,,,,,
58.86㎡,呼玛一村,精装,无,中楼层 (共6层),14,南,,宝山,张庙,,255,2室2厅1厨1卫,43324
,,,,,,,,,,,,,
49.91㎡,大华一村,精装,无,高楼层 (共6层),169,南,,宝山,大华,,225,1室1厅1厨1卫,45082
,,,,,,,,,,,,,
71.69㎡,月浦八村,精装,无,高楼层 (共6层),47,南,,宝山,月浦,,230,3室1厅1厨1卫,32083
,,,,,,,,,,,,,
82.47㎡,旭辉依云湾,精装,有,中楼层 (共14层),128,南,,宝山,顾村,,350,2室2厅1厨1卫,42440
,,,,,,,,,,,,,
96.68㎡,梧桐城邦(二期),精装,有,高楼层 (共14层),215,南 北,,宝山,大华,,596,2室2厅1厨1卫,61647
,,,,,,,,,,,,,
60.15㎡,祁连二村,精装,无,中楼层 (共6层),77,南 西,,宝山,上大,,243,2室1厅1厨1卫,40400
,,,,,,,,,,,,,
118.12㎡,聚丰景都,精装,无,高楼层 (共6层),2,南 北,,宝山,上大,,499,3室2厅1厨2卫,42246
,,,,,,,,,,,,,
